Order_ID,Order_Date,State,Gender,Age,Product_Category,Quantity,Unit_Price,Customer_Satisfaction,Total_Price
2657,2023-07-03,Illinois,Male,62,Books,5,52.04,4,260.22
2658,2023-01-03,California,Male,32,Electronics,8,278.25,5,2226.02
2659,2023-07-10,Texas,Male,33,Furniture,2,265.78,1,531.57
2660,2023-04-28,New York,Male,19,Books,9,365.6,2,3290.37
2661,2023-01-19,Florida,Female,46,Furniture,1,138.1,3,138.1
2662,2023-01-23,Florida,Female,21,Clothing,8,468.04,1,3744.31
2663,2023-01-30,New York,Male,67,Books,5,211.19,1,1055.93
2664,2023-10-22,California,Female,46,Furniture,2,150.0,1,300.01
2665,2023-04-18,New York,Male,48,Furniture,8,175.07,5,1400.53
2666,2023-10-08,California,Male,34,Clothing,5,180.87,2,904.37
2667,2023-05-08,Texas,Female,27,Electronics,3,107.47,3,322.42
2668,2023-08-17,New York,Female,44,Electronics,7,464.75,4,3253.22
2669,2023-04-21,California,Female,58,Books,4,95.69,3,382.76
2670,2023-05-16,Texas,Female,32,Clothing,6,442.59,3,2655.53
2671,2023-12-28,New York,Female,61,Books,8,208.42,3,1667.32
2672,2023-07-05,Florida,Female,48,Electronics,1,141.95,4,141.95
2673,2023-05-24,New York,Female,38,Clothing,2,107.27,3,214.54
2674,2023-03-13,Illinois,Male,58,Toys,8,257.13,3,2057.02
2675,2023-05-09,New York,Female,63,Clothing,7,337.94,2,2365.56
2676,2023-12-30,Illinois,Male,62,Clothing,9,450.13,2,4051.15
2677,2023-09-18,Texas,Male,43,Toys,2,329.7,2,659.4
2678,2023-01-03,New York,Female,55,Furniture,8,246.99,1,1975.96
2679,2023-04-14,Texas,Male,68,Furniture,6,26.4,3,158.42
2680,2023-08-12,Texas,Female,53,Furniture,1,458.56,5,458.56
2681,2023-11-16,California,Male,69,Electronics,4,452.16,5,1808.64
2682,2023-12-28,Texas,Male,34,Clothing,2,195.57,5,391.14
2683,2023-12-20,Texas,Male,68,Toys,7,24.23,4,169.59
2684,2023-01-10,New York,Female,20,Electronics,9,369.35,2,3324.16
2685,2023-10-29,New York,Male,31,Toys,6,397.92,2,2387.54
2686,2023-08-19,Florida,Male,66,Electronics,4,275.81,2,1103.23
2687,2023-08-07,California,Male,30,Electronics,5,207.41,4,1037.04
2688,2023-03-07,Texas,Female,58,Electronics,1,427.06,3,427.06
2689,2023-04-22,California,Male,44,Toys,4,104.33,1,417.33
2690,2023-01-13,Illinois,Female,18,Books,3,225.38,2,676.15
2691,2023-03-27,Texas,Male,34,Electronics,9,22.0,3,197.98
2692,2023-08-22,California,Male,65,Furniture,6,90.37,5,542.19
2693,2023-03-31,Florida,Male,67,Clothing,4,471.01,1,1884.03
2694,2023-11-10,Florida,Female,51,Books,3,293.26,5,879.78
2695,2023-02-23,Texas,Male,31,Books,4,404.74,3,1618.96
2696,2023-01-12,Illinois,Male,34,Toys,8,248.39,3,1987.08
2697,2023-07-28,Florida,Male,20,Books,5,419.07,5,2095.33
2698,2023-01-14,Florida,Male,51,Toys,1,274.09,1,274.09
2699,2023-05-01,Illinois,Female,57,Toys,5,12.22,5,61.12
2700,2023-01-20,California,Male,42,Furniture,8,450.85,5,3606.82
2701,2023-03-16,Florida,Male,19,Electronics,4,82.8,5,331.19
2702,2023-08-31,New York,Male,51,Books,2,230.77,1,461.54
2703,2023-08-11,Florida,Male,43,Electronics,3,243.57,4,730.71
2704,2023-03-11,California,Female,48,Electronics,9,33.15,1,298.31
2705,2023-11-08,California,Male,26,Electronics,7,36.0,5,252.03
2706,2023-07-30,Texas,Male,47,Toys,3,383.65,2,1150.95
2707,2023-04-11,New York,Female,37,Electronics,5,157.22,2,786.1
2708,2023-07-05,California,Male,38,Books,3,210.72,3,632.15
2709,2023-05-12,Illinois,Male,46,Toys,4,286.42,4,1145.66
2710,2023-04-21,New York,Male,42,Books,8,192.96,3,1543.67
2711,2023-05-12,New York,Female,55,Toys,3,389.77,3,1169.31
2712,2023-01-20,Illinois,Male,61,Clothing,3,443.39,2,1330.16
2713,2023-01-24,Florida,Female,42,Clothing,8,39.26,1,314.09
2714,2023-08-15,Illinois,Female,26,Clothing,7,321.35,3,2249.43
2715,2023-06-03,Illinois,Female,56,Clothing,7,165.65,3,1159.57
2716,2023-10-20,Florida,Female,61,Toys,2,295.8,4,591.61
2717,2023-08-18,Florida,Female,43,Electronics,7,247.11,2,1729.8
2718,2023-11-06,Florida,Female,54,Furniture,3,173.5,1,520.51
2719,2023-12-25,Florida,Female,33,Furniture,7,56.46,4,395.22
2720,2023-07-21,Florida,Male,54,Clothing,4,284.13,1,1136.5
2721,2023-02-07,Illinois,Male,29,Electronics,8,65.27,1,522.15
2722,2023-09-17,Texas,Female,41,Books,8,86.5,3,691.99
2723,2023-07-07,Texas,Female,43,Electronics,6,491.27,4,2947.6
2724,2023-02-26,California,Female,37,Books,3,165.19,3,495.56
2725,2023-01-20,Texas,Female,26,Furniture,6,296.37,5,1778.24
2726,2023-09-30,Texas,Female,40,Electronics,6,143.39,1,860.36
2727,2023-04-29,Illinois,Female,56,Electronics,3,434.1,4,1302.3
2728,2023-03-12,Florida,Male,46,Furniture,4,148.84,2,595.35
2729,2023-01-04,Florida,Male,48,Electronics,2,189.77,3,379.55
2730,2023-08-09,Illinois,Female,36,Books,1,308.11,5,308.11
2731,2023-01-14,Texas,Female,37,Electronics,2,436.29,5,872.59
2732,2023-01-03,Illinois,Female,40,Books,7,409.94,5,2869.61
2733,2023-08-04,California,Male,60,Clothing,5,139.29,3,696.46
2734,2023-08-17,Florida,Female,44,Electronics,9,416.48,2,3748.34
2735,2023-12-02,New York,Male,47,Books,3,353.59,4,1060.76
2736,2023-07-05,California,Male,38,Furniture,2,495.02,1,990.03
2737,2023-02-24,California,Male,61,Clothing,4,468.37,2,1873.48
2738,2023-09-11,Illinois,Female,52,Electronics,2,271.24,3,542.47
2739,2023-01-24,Texas,Female,66,Books,7,377.47,4,2642.26
2740,2023-06-11,Florida,Male,24,Electronics,6,289.39,1,1736.33
2741,2023-06-07,New York,Male,39,Books,8,301.55,4,2412.38
2742,2023-03-23,California,Male,27,Electronics,5,59.74,1,298.68
2743,2023-06-08,New York,Male,40,Clothing,2,11.1,1,22.2
2744,2023-07-07,Texas,Female,32,Clothing,4,33.61,5,134.45
2745,2023-03-01,Texas,Male,47,Electronics,1,483.65,3,483.65
2746,2023-11-01,New York,Female,51,Electronics,2,71.87,2,143.74
2747,2023-11-15,Florida,Male,30,Toys,4,31.75,5,127.0
2748,2023-07-30,Texas,Female,21,Electronics,6,161.73,5,970.35
2749,2023-06-01,New York,Male,35,Electronics,4,298.21,4,1192.83
2750,2023-04-19,California,Female,40,Clothing,4,474.75,1,1898.98
2751,2023-03-17,New York,Female,50,Electronics,2,352.94,1,705.89
2752,2023-01-30,New York,Female,51,Furniture,9,145.41,4,1308.72
2753,2023-11-10,Illinois,Male,51,Electronics,8,470.14,3,3761.11
2754,2023-04-27,Texas,Female,53,Toys,8,27.66,1,221.28
2755,2023-12-22,Florida,Male,52,Books,5,489.74,5,2448.68
2756,2023-07-11,Florida,Female,34,Clothing,3,38.73,5,116.2
2757,2023-01-19,Illinois,Female,45,Furniture,6,379.39,1,2276.32
2758,2023-06-22,Florida,Male,31,Books,9,32.2,1,289.76
2759,2023-08-16,New York,Female,51,Furniture,8,466.47,3,3731.72
2760,2023-12-16,Illinois,Female,65,Clothing,7,63.25,1,442.72
2761,2023-07-02,California,Male,28,Toys,8,34.73,3,277.88
2762,2023-04-23,Texas,Female,30,Clothing,4,445.74,5,1782.96
2763,2023-07-02,Texas,Female,50,Furniture,6,56.94,3,341.63
2764,2023-05-26,Texas,Female,19,Furniture,5,400.99,1,2004.93
2765,2023-11-15,New York,Female,51,Clothing,2,376.05,2,752.09
2766,2023-04-26,California,Male,46,Electronics,8,303.45,1,2427.6
2767,2023-04-23,Illinois,Female,54,Clothing,3,195.2,2,585.61
2768,2023-09-08,Illinois,Female,21,Toys,5,458.63,5,2293.17
2769,2023-09-08,Texas,Female,29,Clothing,8,436.83,4,3494.64
2770,2023-10-30,California,Female,43,Books,9,218.86,5,1969.75
2771,2023-11-09,California,Female,45,Electronics,9,123.55,5,1111.91
2772,2023-04-28,California,Female,20,Books,5,143.56,5,717.8
2773,2023-10-28,Florida,Female,37,Clothing,2,117.96,3,235.92
2774,2023-06-10,Florida,Female,27,Electronics,7,275.21,5,1926.49
2775,2023-07-17,Texas,Male,69,Books,7,435.58,4,3049.09
2776,2023-09-17,California,Male,35,Books,8,389.07,1,3112.56
2777,2023-05-28,California,Male,44,Electronics,8,399.8,2,3198.4
2778,2023-08-28,Illinois,Male,48,Electronics,5,229.66,5,1148.31
2779,2023-02-16,Illinois,Female,44,Furniture,1,168.0,2,168.0
2780,2023-07-17,Texas,Female,59,Electronics,4,381.1,5,1524.42
2781,2023-02-16,California,Male,18,Clothing,4,398.72,3,1594.86
2782,2023-03-19,Texas,Male,23,Toys,3,350.72,2,1052.17
2783,2023-05-04,Illinois,Male,28,Furniture,8,25.73,5,205.86
2784,2023-03-16,Illinois,Female,51,Electronics,3,298.95,5,896.84
2785,2023-12-25,Florida,Female,56,Toys,5,180.05,4,900.26
2786,2023-05-17,Texas,Male,37,Furniture,2,106.13,4,212.27
2787,2023-03-31,Texas,Male,38,Clothing,6,350.25,4,2101.52
2788,2023-11-21,California,Male,38,Toys,6,141.58,3,849.47
2789,2023-03-02,California,Male,35,Electronics,8,457.29,2,3658.34
2790,2023-05-18,Florida,Male,38,Electronics,8,156.06,3,1248.47
2791,2023-02-19,New York,Female,36,Clothing,1,282.04,1,282.04
2792,2023-09-16,New York,Male,21,Furniture,5,415.6,5,2078.02
2793,2023-04-17,New York,Female,30,Toys,2,207.04,5,414.08
2794,2023-04-23,Texas,Male,35,Clothing,5,416.04,5,2080.21
2795,2023-12-16,Texas,Male,69,Furniture,9,364.61,4,3281.5
2796,2023-09-11,Illinois,Female,46,Books,4,461.22,5,1844.9
2797,2023-04-28,Texas,Male,42,Books,8,169.66,4,1357.27
2798,2023-07-17,Texas,Female,30,Furniture,1,61.46,1,61.46
2799,2023-12-03,Texas,Female,44,Electronics,8,220.87,3,1766.97
2800,2023-12-31,Florida,Male,36,Electronics,6,395.05,3,2370.29
2801,2023-02-20,Texas,Male,66,Books,8,230.71,3,1845.71
2802,2023-09-02,California,Female,18,Electronics,6,138.37,4,830.24
2803,2023-02-04,California,Female,55,Electronics,3,23.53,2,70.58
2804,2023-10-29,Illinois,Male,36,Furniture,8,163.38,2,1307.05
2805,2023-03-10,Florida,Female,69,Furniture,5,359.56,1,1797.78
2806,2023-12-15,California,Male,18,Electronics,5,82.33,2,411.65
2807,2023-11-16,Florida,Female,57,Furniture,7,177.03,1,1239.22
2808,2023-02-18,Florida,Male,34,Toys,6,19.91,5,119.48
2809,2023-03-15,Illinois,Female,38,Books,9,363.66,3,3272.94
2810,2023-07-11,Florida,Female,39,Toys,7,441.53,4,3090.74
2811,2023-09-18,Texas,Male,32,Toys,3,288.58,1,865.74
2812,2023-12-22,Florida,Female,67,Electronics,5,22.68,4,113.39
2813,2023-03-11,Illinois,Female,56,Electronics,9,116.64,4,1049.73
2814,2023-03-31,Illinois,Female,65,Toys,2,224.85,3,449.7
2815,2023-09-17,Illinois,Female,56,Toys,1,297.91,5,297.91
2816,2023-05-06,California,Female,49,Clothing,8,253.18,5,2025.4
2817,2023-08-19,Texas,Female,66,Clothing,8,458.77,2,3670.19
2818,2023-10-22,California,Female,21,Books,2,469.93,5,939.86
2819,2023-05-09,New York,Male,61,Toys,8,62.5,3,500.04
2820,2023-10-07,Texas,Female,62,Furniture,5,77.81,4,389.06
2821,2023-11-09,Florida,Female,49,Clothing,2,185.45,1,370.89
2822,2023-04-10,Illinois,Male,21,Electronics,7,216.41,1,1514.84
2823,2023-11-22,New York,Female,18,Toys,7,297.17,5,2080.21
2824,2023-10-24,Texas,Female,50,Furniture,3,388.85,2,1166.54
2825,2023-07-01,California,Male,24,Furniture,1,76.53,1,76.53
2826,2023-06-23,Illinois,Female,26,Furniture,4,403.29,2,1613.17
2827,2023-11-12,California,Female,18,Electronics,2,308.91,1,617.83
2828,2023-12-30,Texas,Male,33,Clothing,4,490.63,2,1962.53
2829,2023-07-07,Texas,Male,35,Furniture,8,329.07,2,2632.58
2830,2023-02-26,New York,Female,64,Clothing,2,360.88,4,721.77
2831,2023-01-31,Florida,Female,23,Books,1,105.65,3,105.65
2832,2023-03-25,California,Male,19,Electronics,3,386.74,1,1160.23
2833,2023-06-01,New York,Female,26,Clothing,7,48.84,5,341.88
2834,2023-02-05,Illinois,Male,21,Clothing,6,331.7,3,1990.2
2835,2023-08-01,Florida,Male,62,Furniture,6,37.23,4,223.38
2836,2023-12-30,New York,Male,40,Furniture,7,66.46,4,465.22
2837,2023-04-16,California,Female,60,Electronics,8,62.85,4,502.84
2838,2023-12-08,Texas,Male,62,Clothing,3,35.72,5,107.15
2839,2023-08-08,Illinois,Male,60,Toys,3,167.36,1,502.07
2840,2023-06-12,California,Male,68,Furniture,8,497.23,1,3977.86
2841,2023-08-08,Florida,Female,25,Furniture,7,180.63,2,1264.41
2842,2023-09-27,Florida,Female,56,Books,5,382.78,2,1913.9
2843,2023-04-30,Texas,Female,42,Electronics,4,74.84,2,299.34
2844,2023-12-02,Texas,Male,33,Clothing,6,232.7,5,1396.2
2845,2023-07-01,Illinois,Female,52,Clothing,9,100.71,3,906.36
2846,2023-04-16,Illinois,Female,34,Clothing,6,104.13,1,624.77
2847,2023-08-05,Texas,Male,35,Furniture,8,58.85,2,470.78
2848,2023-07-24,Texas,Male,44,Electronics,1,221.7,5,221.7
2849,2023-03-11,Florida,Female,32,Clothing,6,47.01,5,282.07
2850,2023-02-13,Texas,Female,34,Toys,2,455.81,2,911.62
2851,2023-11-25,New York,Male,60,Books,3,229.47,4,688.41
2852,2023-10-28,California,Female,22,Books,6,420.9,4,2525.38
2853,2023-08-16,Texas,Male,33,Clothing,2,489.94,4,979.88
2854,2023-07-03,Illinois,Male,32,Furniture,4,342.11,2,1368.45
2855,2023-04-17,New York,Female,59,Books,6,451.74,5,2710.44
2856,2023-03-25,Illinois,Female,63,Books,5,76.33,5,381.65
2857,2023-12-04,New York,Female,51,Books,6,416.7,1,2500.18
2858,2023-09-07,Texas,Female,65,Books,6,142.9,4,857.38
2859,2023-12-29,California,Male,36,Clothing,8,241.57,2,1932.58
2860,2023-01-21,Illinois,Female,25,Electronics,9,326.83,1,2941.43
2861,2023-07-15,New York,Female,64,Electronics,5,452.74,5,2263.68
2862,2023-06-27,Florida,Female,27,Furniture,6,456.39,1,2738.32
2863,2023-01-07,Texas,Male,22,Toys,6,55.13,4,330.78
2864,2023-03-11,California,Female,69,Electronics,6,188.63,3,1131.79
2865,2023-05-07,Texas,Female,65,Toys,2,398.66,4,797.31
2866,2023-06-09,Florida,Male,43,Electronics,4,354.55,4,1418.19
2867,2023-09-05,California,Male,39,Electronics,1,22.91,2,22.91
2868,2023-07-22,Florida,Male,61,Furniture,1,230.45,3,230.45
2869,2023-05-28,Texas,Male,40,Books,1,416.33,3,416.33
2870,2023-05-23,New York,Male,30,Furniture,7,371.47,3,2600.26
2871,2023-07-18,Texas,Female,26,Electronics,1,211.81,5,211.81
2872,2023-06-03,Texas,Male,66,Books,6,370.23,1,2221.37
2873,2023-05-22,Texas,Male,37,Books,2,280.09,5,560.19
2874,2023-11-09,Illinois,Male,45,Books,6,457.19,3,2743.13
2875,2023-06-14,Florida,Male,61,Toys,6,297.69,2,1786.15
2876,2023-11-10,Florida,Male,54,Electronics,3,206.36,4,619.08
2877,2023-01-21,Florida,Male,41,Clothing,8,432.83,4,3462.65
2878,2023-03-23,Illinois,Male,61,Furniture,4,34.44,5,137.74
2879,2023-03-10,New York,Male,50,Toys,7,451.25,5,3158.75
2880,2023-05-11,Texas,Female,37,Furniture,4,351.21,2,1404.84
2881,2023-03-28,New York,Female,65,Clothing,1,470.9,4,470.9
2882,2023-08-06,Illinois,Female,47,Books,6,132.75,5,796.48
2883,2023-11-01,Florida,Male,61,Clothing,5,350.51,1,1752.56
2884,2023-12-11,Texas,Male,26,Furniture,9,406.64,5,3659.73
2885,2023-12-07,California,Male,62,Clothing,9,354.03,5,3186.27
2886,2023-06-10,California,Female,66,Electronics,8,113.06,3,904.51
2887,2023-06-27,New York,Male,34,Clothing,7,145.04,1,1015.27
2888,2023-04-27,Florida,Male,53,Electronics,2,287.7,1,575.41
2889,2023-07-15,California,Male,31,Clothing,8,228.91,2,1831.26
2890,2023-11-23,New York,Female,36,Electronics,3,370.21,3,1110.62
2891,2023-03-27,Illinois,Female,24,Electronics,6,195.55,1,1173.31
2892,2023-10-16,New York,Male,20,Clothing,7,431.15,3,3018.02
2893,2023-03-22,New York,Female,50,Toys,6,221.64,3,1329.85
2894,2023-06-01,New York,Male,61,Books,5,29.62,4,148.1
2895,2023-03-02,Texas,Male,49,Books,4,18.51,1,74.03
2896,2023-03-02,New York,Female,64,Books,2,326.9,4,653.81
2897,2023-12-20,New York,Female,28,Electronics,9,274.87,5,2473.84
2898,2023-01-28,Texas,Female,59,Books,7,275.94,5,1931.61
2899,2023-02-12,Texas,Female,19,Electronics,7,397.1,4,2779.73
2900,2023-06-18,Illinois,Male,43,Toys,4,194.1,5,776.41
2901,2023-03-27,Florida,Male,21,Clothing,5,497.77,4,2488.85
2902,2023-06-26,California,Female,34,Clothing,6,473.31,2,2839.86
2903,2023-01-17,California,Female,34,Electronics,2,16.35,3,32.7
2904,2023-04-08,New York,Male,45,Electronics,4,448.91,2,1795.66
2905,2023-07-17,Illinois,Male,47,Toys,4,343.47,1,1373.88
2906,2023-04-08,New York,Male,57,Books,4,256.02,2,1024.1
2907,2023-03-06,California,Male,40,Toys,7,295.55,2,2068.82
2908,2023-11-26,Texas,Female,63,Clothing,7,422.51,5,2957.57
2909,2023-12-07,Florida,Female,41,Clothing,7,476.01,4,3332.06
2910,2023-01-05,Illinois,Female,46,Books,7,284.56,1,1991.94
2911,2023-01-02,Texas,Male,21,Clothing,2,98.83,5,197.67
2912,2023-01-22,Florida,Male,55,Electronics,5,323.48,1,1617.4
2913,2023-04-22,Illinois,Female,46,Clothing,2,47.35,3,94.69
2914,2023-02-26,Illinois,Female,36,Furniture,5,321.22,4,1606.09
2915,2023-03-07,California,Female,44,Books,6,406.22,5,2437.32
2916,2023-11-26,Texas,Male,46,Books,3,183.13,2,549.4
2917,2023-04-08,Illinois,Female,53,Books,6,44.88,3,269.28
2918,2023-05-24,Illinois,Male,52,Furniture,5,349.19,2,1745.95
2919,2023-05-05,Florida,Female,69,Toys,4,176.27,1,705.08
2920,2023-06-16,California,Female,23,Electronics,9,132.06,3,1188.52
2921,2023-03-27,New York,Female,40,Books,8,347.7,5,2781.59
2922,2023-03-17,California,Male,56,Clothing,7,485.1,2,3395.68
2923,2023-12-10,New York,Male,63,Electronics,1,375.21,2,375.21
2924,2023-10-21,Texas,Male,61,Clothing,9,250.76,1,2256.85
2925,2023-02-28,Texas,Male,65,Electronics,9,304.25,1,2738.25
2926,2023-05-18,Illinois,Male,69,Electronics,6,79.72,4,478.3
2927,2023-04-09,Texas,Male,25,Clothing,7,408.47,4,2859.32
2928,2023-07-11,Illinois,Female,19,Clothing,3,306.1,1,918.31
2929,2023-08-31,California,Male,30,Electronics,5,483.26,4,2416.28
2930,2023-11-15,Texas,Female,57,Books,7,489.95,2,3429.63
2931,2023-02-18,California,Male,38,Clothing,1,183.75,1,183.75
2932,2023-02-01,California,Female,48,Furniture,1,494.39,3,494.39
2933,2023-10-04,Texas,Female,69,Furniture,5,478.85,1,2394.24
2934,2023-01-20,California,Male,65,Electronics,9,323.52,5,2911.66
2935,2023-06-03,Texas,Female,53,Toys,7,173.4,5,1213.78
2936,2023-03-09,Texas,Male,65,Electronics,1,379.14,1,379.14
2937,2023-08-02,Texas,Male,69,Electronics,5,142.91,3,714.53
2938,2023-05-23,New York,Male,55,Books,8,318.62,1,2548.99
2939,2023-08-20,California,Male,44,Books,8,22.04,3,176.36
2940,2023-08-01,Florida,Female,53,Toys,2,318.01,2,636.01
2941,2023-03-20,Texas,Male,65,Toys,7,476.29,2,3334.02
2942,2023-08-02,California,Female,40,Toys,5,125.22,3,626.1
2943,2023-04-26,Illinois,Female,38,Toys,9,391.31,4,3521.77
2944,2023-04-02,Texas,Female,30,Toys,3,153.78,2,461.33
2945,2023-09-27,Texas,Male,54,Electronics,1,356.85,5,356.85
2946,2023-06-17,Florida,Female,64,Electronics,4,352.99,1,1411.95
2947,2023-02-27,New York,Male,43,Furniture,7,100.52,4,703.65
2948,2023-10-11,New York,Female,57,Furniture,1,302.59,5,302.59
2949,2023-01-26,Texas,Male,24,Clothing,2,430.99,1,861.99
2950,2023-03-07,California,Male,63,Electronics,5,197.44,5,987.21
2951,2023-09-05,Illinois,Male,56,Toys,9,358.04,4,3222.32
2952,2023-09-11,Illinois,Male,39,Clothing,1,340.47,3,340.47
2953,2023-02-13,California,Female,56,Books,4,136.18,1,544.73
2954,2023-04-07,Texas,Female,40,Electronics,3,460.14,5,1380.41
2955,2023-02-11,Illinois,Male,47,Furniture,5,286.12,5,1430.6
2956,2023-08-15,New York,Female,35,Electronics,5,184.09,4,920.47
2957,2023-09-19,California,Male,59,Electronics,2,90.54,4,181.07
2958,2023-06-16,Florida,Male,35,Electronics,5,241.99,4,1209.97
2959,2023-10-06,Texas,Female,63,Electronics,9,367.76,3,3309.8
2960,2023-03-30,California,Male,27,Books,5,315.58,2,1577.92
2961,2023-06-27,Illinois,Male,56,Furniture,2,366.26,5,732.51
2962,2023-07-16,Texas,Male,47,Electronics,7,397.96,3,2785.74
2963,2023-11-03,New York,Male,43,Books,6,226.09,5,1356.55
2964,2023-09-24,Texas,Male,24,Clothing,7,264.88,3,1854.17
2965,2023-09-25,Texas,Female,24,Electronics,8,493.35,1,3946.77
2966,2023-03-15,New York,Female,22,Books,5,484.35,2,2421.73
2967,2023-01-08,New York,Female,18,Toys,2,213.26,5,426.52
2968,2023-10-24,Texas,Male,63,Clothing,7,345.74,4,2420.17
2969,2023-06-13,New York,Male,35,Furniture,7,141.12,2,987.83
2970,2023-03-26,California,Male,30,Electronics,8,84.82,5,678.57
2971,2023-03-13,New York,Male,42,Electronics,7,386.52,1,2705.62
2972,2023-02-24,New York,Male,57,Books,7,223.73,5,1566.1
2973,2023-02-16,Texas,Male,25,Furniture,9,96.76,5,870.8
2974,2023-08-26,California,Female,27,Toys,8,381.84,5,3054.68
2975,2023-04-14,Florida,Male,49,Clothing,2,458.43,2,916.87
2976,2023-07-29,Florida,Female,34,Furniture,2,467.3,5,934.61
2977,2023-02-11,Illinois,Male,55,Electronics,7,302.2,4,2115.42
2978,2023-11-12,New York,Female,32,Books,3,245.02,3,735.07
2979,2023-09-25,New York,Male,32,Toys,1,79.51,4,79.51
2980,2023-09-20,California,Female,65,Books,9,398.47,1,3586.2
2981,2023-12-02,Florida,Female,57,Clothing,3,473.21,2,1419.63
2982,2023-12-31,Illinois,Male,68,Furniture,1,445.84,3,445.84
2983,2023-09-16,California,Male,37,Books,6,378.37,2,2270.24
2984,2023-10-10,New York,Female,32,Books,4,12.24,2,48.95
2985,2023-04-24,Florida,Male,52,Electronics,1,209.8,5,209.8
2986,2023-12-29,Illinois,Male,23,Books,4,211.25,4,845.0
2987,2023-02-09,Texas,Male,47,Toys,8,448.24,3,3585.92
2988,2023-08-08,Florida,Female,25,Furniture,7,42.17,5,295.18
2989,2023-05-09,Illinois,Male,48,Clothing,1,270.3,3,270.3
2990,2023-01-08,California,Female,65,Books,9,76.71,4,690.35
2991,2023-04-11,Texas,Female,64,Toys,6,334.52,5,2007.14
2992,2023-06-25,Illinois,Male,49,Clothing,2,398.21,3,796.41
2993,2023-04-17,Illinois,Female,62,Toys,3,324.56,5,973.68
2994,2023-04-11,New York,Male,69,Books,7,399.35,2,2795.43
2995,2023-09-17,Florida,Male,32,Books,3,307.67,1,923.02
2996,2023-09-03,New York,Female,35,Furniture,3,103.02,3,309.06
2997,2023-10-02,Texas,Female,30,Electronics,5,197.51,4,987.53
2998,2023-02-01,Illinois,Female,41,Toys,3,478.87,3,1436.6
2999,2023-05-17,New York,Female,57,Electronics,3,151.21,1,453.62
3000,2023-01-12,Florida,Female,31,Electronics,5,40.8,3,204.01
3001,2023-10-29,Texas,Male,45,Clothing,5,198.57,3,992.83
3002,2023-01-16,California,Female,28,Clothing,9,189.49,3,1705.41
3003,2023-05-09,New York,Male,23,Toys,1,240.45,4,240.45
3004,2023-03-04,Texas,Male,42,Electronics,1,284.55,1,284.55
3005,2023-04-19,California,Female,18,Furniture,9,496.29,1,4466.59
3006,2023-01-21,New York,Female,42,Electronics,5,380.55,4,1902.77
3007,2023-06-07,Texas,Female,19,Clothing,4,27.59,3,110.35
3008,2023-09-26,Texas,Female,49,Electronics,2,359.23,3,718.46
3009,2023-06-11,New York,Female,30,Books,9,413.87,1,3724.86
3010,2023-09-17,Texas,Male,50,Books,6,448.86,3,2693.15
3011,2023-04-12,Illinois,Male,49,Furniture,9,217.76,2,1959.87
3012,2023-08-11,New York,Male,41,Toys,5,163.68,3,818.38
3013,2023-02-28,Texas,Female,44,Electronics,4,421.27,3,1685.08
3014,2023-09-04,California,Female,21,Books,7,391.03,5,2737.22
3015,2023-05-08,California,Male,41,Toys,5,272.66,1,1363.3
3016,2023-10-10,Illinois,Female,40,Books,8,67.76,1,542.1
3017,2023-11-21,New York,Female,46,Toys,8,329.36,2,2634.9
3018,2023-01-25,Texas,Female,51,Toys,2,42.18,2,84.35
3019,2023-05-11,Texas,Male,38,Books,5,59.18,2,295.9
3020,2023-12-19,California,Female,47,Clothing,8,172.26,1,1378.07
3021,2023-07-15,Illinois,Male,43,Toys,3,191.88,5,575.63
3022,2023-10-08,California,Female,37,Electronics,7,236.37,5,1654.57
3023,2023-06-03,California,Female,33,Books,3,176.18,4,528.54
3024,2023-05-13,Illinois,Male,20,Clothing,6,26.56,1,159.34
3025,2023-08-15,New York,Female,66,Books,2,87.13,4,174.27
3026,2023-07-08,Texas,Female,54,Furniture,6,66.4,3,398.43
3027,2023-09-22,New York,Female,57,Electronics,6,221.28,2,1327.68
3028,2023-05-14,Florida,Male,61,Furniture,8,113.94,4,911.55
3029,2023-07-30,Florida,Female,42,Toys,5,153.84,4,769.19
3030,2023-03-01,Florida,Female,40,Toys,1,241.07,1,241.07
3031,2023-12-30,Illinois,Female,61,Furniture,8,125.43,2,1003.4
3032,2023-12-30,California,Female,18,Furniture,9,130.51,2,1174.55
3033,2023-08-01,New York,Female,50,Toys,1,418.24,5,418.24
3034,2023-08-04,Texas,Male,32,Clothing,5,278.56,4,1392.81
3035,2023-08-14,Florida,Male,34,Electronics,6,429.81,5,2578.87
3036,2023-05-11,New York,Female,51,Books,4,262.12,4,1048.47
3037,2023-03-17,Florida,Female,34,Furniture,2,455.54,1,911.08
3038,2023-10-13,Florida,Male,69,Electronics,5,134.82,1,674.12
3039,2023-10-04,Texas,Female,58,Books,4,312.17,3,1248.67
3040,2023-06-05,Illinois,Female,61,Books,7,256.58,4,1796.08
3041,2023-09-05,California,Female,21,Furniture,6,460.16,4,2760.95
3042,2023-08-06,Illinois,Female,30,Clothing,3,215.05,2,645.16
3043,2023-07-09,New York,Female,21,Clothing,9,428.86,2,3859.77
3044,2023-06-12,Illinois,Female,24,Electronics,4,286.31,5,1145.25
3045,2023-06-29,New York,Female,63,Electronics,5,357.19,3,1785.93
3046,2023-02-03,New York,Female,26,Toys,3,444.58,1,1333.73
3047,2023-02-10,California,Male,40,Clothing,8,498.48,4,3987.87
3048,2023-11-03,Texas,Male,50,Electronics,7,368.26,5,2577.81
